year,entity,code,emissions
1922,Norway,NOR,6481616
1922,Peru,PER,2953184
1922,Philippines,PHL,76944
1922,Poland,POL,71770432
1922,Portugal,PRT,2960512
1922,Romania,ROU,7141136
1922,South Africa,ZAF,21786144
1922,Spain,ESP,14941792
1922,Sweden,SWE,9944096
1922,Switzerland,CHE,6151856
1922,Taiwan,TWN,3572400
1922,Trinidad and Tobago,TTO,981952
1922,Tunisia,TUN,0
1922,Turkey,TUR,1011264
1922,United Kingdom,GBR,428222672
1922,Venezuela,VEN,205184
1922,Vietnam,VNM,2627088
1922,World,OWID_WRL,3227269520
1922,Zimbabwe,ZWE,1242096
1923,EU-28,,1234097488
1923,Europe (other),,107311232
1923,United States,USA,1894009536
1923,Americas (other),,185991968
1923,Middle East,,13047504
1923,Africa,,29048192
1923,India,IND,41575408
1923,China,CHN,32151600
1923,Asia and Pacific (other),,124491728
1923,International transport,,0
1923,Statistical differences,,0
1923,Algeria,DZA,14656
1923,Argentina,ARG,8445520
1923,Australia,AUS,24849248
1923,Austria,AUT,17777728
1923,Belgium,BEL,71884016
1923,Brazil,BRA,4616640
1923,Bulgaria,BGR,1604832
1923,Canada,CAN,92981328
1923,Chile,CHL,3044784
1923,Colombia,COL,186864
1923,Czechoslovakia,OWID_CZS,40794976
1923,Democratic Republic of Congo,COD,161216
1923,Denmark,DNK,10526672
1923,Ecuador,ECU,36640
1923,Egypt,EGY,468992
1923,Finland,FIN,1476592
1923,France,FRA,184189280
1923,Germany,DEU,331929088
1923,Greece,GRC,919664
1923,Hungary,HUN,11860368
1923,Indonesia,IDN,9588688
1923,Iran,IRN,11578240
1923,Italy,ITA,26824144
1923,Japan,JPN,75907088
1923,Malaysia,MYS,2583120
1923,Mexico,MEX,72037904
1923,Netherlands,NLD,27197872
1923,New Zealand,NZL,3836208
1923,Nigeria,NGA,472656
1923,Norway,NOR,6793056
1923,Peru,PER,2978832
1923,Philippines,PHL,76944
1923,Poland,POL,52549088
1923,Portugal,PRT,2678384
1923,Romania,ROU,8474832
1923,South Africa,ZAF,26443088
1923,Spain,ESP,17213472
1923,Sweden,SWE,12098528
1923,Switzerland,CHE,7665088
1923,Taiwan,TWN,3832544
1923,Trinidad and Tobago,TTO,1209120
1923,Tunisia,TUN,0
1923,Turkey,TUR,1472928
1923,United Kingdom,GBR,454892928
1923,Venezuela,VEN,450672
1923,Vietnam,VNM,2802960
1923,World,OWID_WRL,3661713664
1923,Zimbabwe,ZWE,1483920
1924,EU-28,,1422412432
1924,Europe (other),,125942672
1924,United States,USA,1695592944
1924,Americas (other),,171237040
1924,Middle East,,15956720
1924,Africa,,30631040
1924,India,IND,44510272
1924,China,CHN,35093792
1924,Asia and Pacific (other),,131911328
1924,International transport,,0
1924,Statistical differences,,0
1924,Algeria,DZA,29312
1924,Argentina,ARG,10959024
1924,Australia,AUS,27069632
1924,Austria,AUT,20093376
1924,Belgium,BEL,76255168
1924,Brazil,BRA,5103952
1924,Bulgaria,BGR,1842992
1924,Canada,CAN,77383680
1924,Chile,CHL,4026736
1924,Colombia,COL,197856
1924,Czechoslovakia,OWID_CZS,50072224
1924,Democratic Republic of Congo,COD,216176
1924,Denmark,DNK,12340352
1924,Ecuador,ECU,43968
1924,Egypt,EGY,498304
1924,Finland,FIN,1744064
1924,France,FRA,206634944
1924,Germany,DEU,451793184
1924,Greece,GRC,1297056
1924,Hungary,HUN,11263136
1924,Indonesia,IDN,10585296
1924,Iran,IRN,13505504
1924,Iraq,IRQ,0
1924,Ireland,IRL,6686800
1924,Italy,ITA,32180912
1924,Japan,JPN,79347584
1924,Malaysia,MYS,2835936
1924,Mexico,MEX,67871936
1924,Netherlands,NLD,30594400
1924,New Zealand,NZL,3990096
1924,Nigeria,NGA,542272
1924,Norway,NOR,7727376
1924,Peru,PER,3616368
1924,Philippines,PHL,84272
1924,Poland,POL,47837184
1924,Portugal,PRT,3030128
1924,Romania,ROU,10006384
1924,South Africa,ZAF,27776784
1924,Spain,ESP,18389616
1924,Sweden,SWE,14439824
1924,Switzerland,CHE,7232736
1924,Taiwan,TWN,3993760
1924,Trinidad and Tobago,TTO,1656128
1924,Tunisia,TUN,0
1924,Turkey,TUR,2451216
1924,United Kingdom,GBR,475982912
1924,Venezuela,VEN,384720
1924,Vietnam,VNM,3279280
1924,World,OWID_WRL,3673299232
1924,Zimbabwe,ZWE,1568192
1925,EU-28,,1410383520
1925,Europe (other),,123139712
1925,United States,USA,1740898304
1925,Americas (other),,160655408
1925,Middle East,,16568608
1925,Africa,,32180912
1925,India,IND,43916704
1925,China,CHN,33221488
1925,Asia and Pacific (other),,138261040
1925,International transport,,0
1925,Statistical differences,,0
1925,Algeria,DZA,32976
1925,Argentina,ARG,11237488
1925,Australia,AUS,28234784
1925,Austria,AUT,18990512
1925,Belgium,BEL,78039536
1925,Brazil,BRA,5375088
1925,Bulgaria,BGR,1810016
1925,Canada,CAN,75247568
1925,Chile,CHL,3799568
1925,Colombia,COL,443344
1925,Czechoslovakia,OWID_CZS,47122704
1925,Democratic Republic of Congo,COD,172208
1925,Denmark,DNK,10720864
1925,Ecuador,ECU,69616
1925,Egypt,EGY,553264
1925,Finland,FIN,1711088
1925,France,FRA,213827376
1925,Germany,DEU,458065952
1925,Greece,GRC,1978560
1925,Hungary,HUN,10130960
1925,Indonesia,IDN,11079936
1925,Iran,IRN,14201664
1925,Iraq,IRQ,0
1925,Ireland,IRL,6034608
1925,Italy,ITA,30968128
1925,Japan,JPN,82011312
1925,Malaysia,MYS,2964176
1925,Mexico,MEX,57085120
1925,Netherlands,NLD,33591552
1925,New Zealand,NZL,4089024
1925,Nigeria,NGA,644864
1925,Norway,NOR,7595472
1925,Peru,PER,4785184
1925,Philippines,PHL,84272
1925,Poland,POL,48075344
1925,Portugal,PRT,3121728
1925,Romania,ROU,11710144
1925,South Africa,ZAF,28952928
1925,Spain,ESP,19052800
1925,Sweden,SWE,12897280
1925,Switzerland,CHE,7536848
1925,Taiwan,TWN,4488400
1925,Trinidad and Tobago,TTO,1945584
1925,Turkey,TUR,2366944
1925,United Kingdom,GBR,449657072
1925,Venezuela,VEN,674176
1925,Vietnam,VNM,3616368
1925,World,OWID_WRL,3699225696
1925,Zimbabwe,ZWE,1828336
1926,EU-28,,1172032992
1926,Europe (other),,146226576
1926,United States,USA,1888535520
1926,Americas (other),,169972960
1926,Middle East,,18067184
1926,Africa,,34437936
1926,India,IND,43792128
1926,China,CHN,29590464
1926,Asia and Pacific (other),,139261312
1926,International transport,,0
1926,Statistical differences,,0
1926,Algeria,DZA,40304
1926,Argentina,ARG,11259472
1926,Australia,AUS,27853728
1926,Austria,AUT,18620448
1926,Belgium,BEL,77684128
1926,Brazil,BRA,5477680
1926,Bulgaria,BGR,1780704
1926,Canada,CAN,84755648
1926,Chile,CHL,3902160
1926,Colombia,COL,846384
1926,Czechoslovakia,OWID_CZS,47778560
1926,Democratic Republic of Congo,COD,238160
1926,Denmark,DNK,10468048
1926,Ecuador,ECU,91600
1926,Egypt,EGY,531280
1926,Finland,FIN,1597504
1926,France,FRA,213732112
1926,Germany,DEU,413236912
1926,Greece,GRC,1821008
1926,Hungary,HUN,11772432
1926,Indonesia,IDN,11098256
1926,Iran,IRN,15059040
1926,Iraq,IRQ,0
1926,Ireland,IRL,8097440
1926,Italy,ITA,35841248
1926,Japan,JPN,82604880
1926,Malaysia,MYS,3400192
1926,Mexico,MEX,44686144
1926,Netherlands,NLD,34328016
1926,New Zealand,NZL,4272224
1926,Nigeria,NGA,875696
1926,Norway,NOR,6360704
1926,Peru,PER,4733888
1926,Philippines,PHL,51296
1926,Poland,POL,48130304
1926,Portugal,PRT,3136384
1926,Romania,ROU,14502112
1926,South Africa,ZAF,30429520
1926,Spain,ESP,18378624
1926,Sweden,SWE,12534544
1926,Switzerland,CHE,7456240
1926,Taiwan,TWN,4752208
1926,Trinidad and Tobago,TTO,1960240
1926,Turkey,TUR,3008144
1926,United Kingdom,GBR,246371024
1926,Venezuela,VEN,1069888
1926,Vietnam,VNM,3422176
1926,World,OWID_WRL,3641924400
1926,Zimbabwe,ZWE,2322976
1927,EU-28,,1509392128
1927,Europe (other),,172790576
1927,United States,USA,1844838656
1927,Americas (other),,167001456
1927,Middle East,,20115360
1927,Africa,,33837040
1927,India,IND,45931904
1927,China,CHN,33525600
1927,Asia and Pacific (other),,149938208
1927,International transport,,0
1927,Statistical differences,,0
1927,Algeria,DZA,58624
1927,Argentina,ARG,13373600
1927,Australia,AUS,28894304
1927,Austria,AUT,20122688
1927,Belgium,BEL,90475152
1927,Brazil,BRA,6074912
1927,Bulgaria,BGR,1817344
1927,Canada,CAN,91999376
1927,Chile,CHL,3876512
1927,Colombia,COL,824400
1927,Czechoslovakia,OWID_CZS,51274016
1927,Democratic Republic of Congo,COD,230832
1927,Denmark,DNK,13325968
1927,Ecuador,ECU,234496
1927,Egypt,EGY,567920
1927,Finland,FIN,2850592
1927,France,FRA,213039616
1927,Germany,DEU,481042896
1927,Greece,GRC,2315648
1927,Hungary,HUN,13087808
1927,Indonesia,IDN,12886288
1927,Iran,IRN,16700512
1927,Iraq,IRQ,139232
1927,Ireland,IRL,6730768
1927,Italy,ITA,40384608
1927,Japan,JPN,89482208
1927,Malaysia,MYS,3378208
1927,Mexico,MEX,31796192
1927,Mozambique,MOZ,43968
1927,Netherlands,NLD,37966368
1927,New Zealand,NZL,4495728
1927,Nigeria,NGA,967296
1927,Norway,NOR,8533456
1927,Peru,PER,4682592
1927,Philippines,PHL,40304
1927,Poland,POL,60668512
1927,Portugal,PRT,3631024
1927,Romania,ROU,16125264
1927,South Africa,ZAF,29561152
1927,Spain,ESP,21445392
1927,Sweden,SWE,17627504
1927,Switzerland,CHE,8595744
1927,Taiwan,TWN,4928080
1927,Trinidad and Tobago,TTO,2099472
1927,Turkey,TUR,3279280
1927,United Kingdom,GBR,466734976
1927,Venezuela,VEN,1014928
1927,Vietnam,VNM,3957120
1927,World,OWID_WRL,3977378256
1927,Zimbabwe,ZWE,2410912
1928,EU-28,,1503203632
1928,Europe (other),,187574816
1928,United States,USA,1827786400
1928,Americas (other),,181415632
1928,Middle East,,21093648
1928,Africa,,34771360
1928,India,IND,44198832
1928,China,CHN,34115504
1928,Asia and Pacific (other),,156951104
1928,International transport,,0
1928,Statistical differences,,0
1928,Algeria,DZA,73280
1928,Argentina,ARG,12739728
1928,Australia,AUS,26289200
1928,Austria,AUT,21192576
1928,Barbados,BRB,3664
1928,Belgium,BEL,88258432
1928,Bolivia,BOL,3664
1928,Brazil,BRA,5928352
1928,Bulgaria,BGR,2139776
1928,Canada,CAN,93783744
1928,Chile,CHL,3656672
1928,Colombia,COL,1348352
1928,Czechoslovakia,OWID_CZS,53985376
1928,Democratic Republic of Congo,COD,282128
1928,Denmark,DNK,12560192
1928,Ecuador,ECU,472656
1928,Egypt,EGY,868368
1928,Estonia,EST,32976
1928,Finland,FIN,3129056
1928,France,FRA,211636304
1928,Germany,DEU,504888208
1928,Greece,GRC,2374272
1928,Hungary,HUN,13750992
1928,Indonesia,IDN,14831872
1928,Iran,IRN,17678800
1928,Iraq,IRQ,289456
1928,Ireland,IRL,6485280
1928,Italy,ITA,38160560
1928,Japan,JPN,92406080
1928,Latvia,LVA,10992
1928,Malaysia,MYS,3806896
1928,Mexico,MEX,24083472
1928,Morocco,MAR,29312
1928,Mozambique,MOZ,21984
1928,Myanmar,MMR,3158368
1928,Netherlands,NLD,38006672
1928,New Zealand,NZL,4715568
1928,Nigeria,NGA,967296
1928,Norway,NOR,8452848
1928,Peru,PER,5378752
1928,Philippines,PHL,80608
1928,Poland,POL,62892560
1928,Portugal,PRT,3993760
1928,Romania,ROU,18272368
1928,South Africa,ZAF,29623440
1928,Spain,ESP,21515008
1928,Sweden,SWE,16246176
1928,Switzerland,CHE,8965808
1928,Taiwan,TWN,4202608
1928,Trinidad and Tobago,TTO,3231648
1928,Turkey,TUR,3125392
1928,United Kingdom,GBR,437657472
1928,Venezuela,VEN,1901616
1928,Vietnam,VNM,5217536
1928,World,OWID_WRL,3991121920
1928,Zimbabwe,ZWE,2905552
1929,EU-28,,1629754528
1929,Europe (other),,205422160
1929,United States,USA,1960338928
1929,Americas (other),,195459744
1929,Middle East,,20943424
1929,Africa,,35808272
1929,India,IND,45994192
1929,China,CHN,35819264
1929,Asia and Pacific (other),,161223328
1929,International transport,,0
1929,Statistical differences,,0
1929,Algeria,DZA,80608
1929,Argentina,ARG,13131776
1929,Australia,AUS,23654784
1929,Austria,AUT,24175072
1929,Barbados,BRB,3664
1929,Belgium,BEL,96967760
1929,Bolivia,BOL,10992
1929,Brazil,BRA,6346048
1929,Bulgaria,BGR,2484192
1929,Canada,CAN,99037920
1929,Chile,CHL,4015744
1929,Colombia,COL,1289728
1929,Czechoslovakia,OWID_CZS,60390048
1929,Democratic Republic of Congo,COD,304112
1929,Denmark,DNK,15128656
1929,Ecuador,ECU,600896
1929,Egypt,EGY,923328
1929,Estonia,EST,29312
1929,Finland,FIN,3352560
1929,France,FRA,234305472
1929,Germany,DEU,538970736
1929,Greece,GRC,2704032
1929,Hungary,HUN,15114000
1929,Indonesia,IDN,18539840
1929,Iran,IRN,17022944
1929,Iraq,IRQ,370064
1929,Ireland,IRL,9999056
1929,Italy,ITA,44041280
1929,Japan,JPN,94897600
1929,Latvia,LVA,18320
1929,Malaysia,MYS,4114672
1929,Mexico,MEX,22148880
1929,Morocco,MAR,32976
1929,Mozambique,MOZ,10992
1929,Myanmar,MMR,3048448
1929,Netherlands,NLD,41267632
1929,New Zealand,NZL,4895104
1929,Nigeria,NGA,930656
1929,Norway,NOR,9519072
1929,Peru,PER,7082512
1929,Philippines,PHL,69616
1929,Poland,POL,72693760
1929,Portugal,PRT,3968112
1929,Romania,ROU,20492752
1929,South Africa,ZAF,30770272
1929,Spain,ESP,23977216
1929,Sweden,SWE,19371568
1929,Switzerland,CHE,10266528
1929,Taiwan,TWN,4191616
1929,Trinidad and Tobago,TTO,3594384
1929,Turkey,TUR,3550416
1929,United Kingdom,GBR,460693040
1929,Venezuela,VEN,1949248
1929,Vietnam,VNM,5232192
1929,World,OWID_WRL,4290749184
1929,Zimbabwe,ZWE,2751664
1930,EU-28,,1503932768
1930,Europe (other),,237500480
1930,United States,USA,1742210016
1930,Americas (other),,190681888
1930,Middle East,,22896336
1930,Africa,,33701472
1930,India,IND,46756304
1930,China,CHN,37922400
1930,Asia and Pacific (other),,149864928
1930,International transport,,0
1930,Statistical differences,,0
1930,Algeria,DZA,84272
1930,Argentina,ARG,12769040
1930,Australia,AUS,22031632
1930,Austria,AUT,18865936
1930,Barbados,BRB,7328
1930,Belgium,BEL,93684816
1930,Bolivia,BOL,10992
1930,Brazil,BRA,5514320
1930,Brunei,BRN,0
1930,Bulgaria,BGR,2403584
1930,Canada,CAN,94355328
1930,Chile,CHL,3850864
1930,Colombia,COL,652192
1930,Czechoslovakia,OWID_CZS,53237920
1930,Democratic Republic of Congo,COD,388384
1930,Denmark,DNK,13809616
1930,Ecuador,ECU,677840
1930,Egypt,EGY,1022256
1930,Estonia,EST,21984
1930,Finland,FIN,2649072
1930,France,FRA,237654368
1930,Germany,DEU,461733616
1930,Greece,GRC,2854256
1930,Hungary,HUN,12516224
1930,Indonesia,IDN,18085504
1930,Iran,IRN,18514192
1930,Iraq,IRQ,370064
1930,Ireland,IRL,9552048
1930,Israel,ISR,40304
1930,Italy,ITA,39563872
1930,Japan,JPN,86180944
1930,Latvia,LVA,36640
1930,Malaysia,MYS,3671328
1930,Mexico,MEX,20379168
1930,Morocco,MAR,40304
1930,Mozambique,MOZ,10992
1930,Myanmar,MMR,3085088
1930,Netherlands,NLD,40780320
1930,New Zealand,NZL,4865792
1930,Nigeria,NGA,937984
1930,Norway,NOR,8727648
1930,Peru,PER,5624240
1930,Philippines,PHL,87936
1930,Poland,POL,56568496
1930,Portugal,PRT,4323520
1930,Romania,ROU,23244416
1930,South Africa,ZAF,28722096
1930,Spain,ESP,23643792
1930,Sweden,SWE,18931888
1930,Switzerland,CHE,9559376
1930,Taiwan,TWN,4242912
1930,Trinidad and Tobago,TTO,3645680
1930,Turkey,TUR,3971776
1930,United Kingdom,GBR,441094304
1930,Vietnam,VNM,5188224
1930,World,OWID_WRL,3965451936
1930,Zimbabwe,ZWE,2491520
1931,EU-28,,1366232320
1931,Europe (other),,264694688
1931,United States,USA,1483080944
1931,Americas (other),,158757456
1931,Middle East,,22280784
1931,Africa,,29469552
1931,India,IND,42824832
1931,China,CHN,40260032
1931,Asia and Pacific (other),,135263888
1931,International transport,,0
1931,Statistical differences,,0
1931,Algeria,DZA,98928
1931,Argentina,ARG,12845984
1931,Australia,AUS,19547440
1931,Austria,AUT,18103824
1931,Barbados,BRB,3664
1931,Belgium,BEL,84132768
1931,Bolivia,BOL,7328
1931,Brazil,BRA,4169632
1931,Brunei,BRN,0
1931,Bulgaria,BGR,2275344
1931,Canada,CAN,75855792
1931,Chile,CHL,2927536
1931,Colombia,COL,329760
1931,Czechoslovakia,OWID_CZS,49812080
1931,Democratic Republic of Congo,COD,249152
1931,Denmark,DNK,14322576
1931,Ecuador,ECU,765776
1931,Egypt,EGY,1007600
1931,Estonia,EST,21984
1931,Finland,FIN,3011808
1931,France,FRA,217513360
1931,Germany,DEU,385595696
1931,Greece,GRC,2729680
1931,Hungary,HUN,11189856
1931,Indonesia,IDN,16894704
1931,Iran,IRN,17924288
1931,Iraq,IRQ,366400
1931,Ireland,IRL,9841504
1931,Israel,ISR,40304
1931,Italy,ITA,34185120
1931,Japan,JPN,77918624
1931,Latvia,LVA,36640
1931,Lebanon,LBN,3664
1931,Malaysia,MYS,2707696
1931,Mexico,MEX,16751808
1931,Morocco,MAR,91600
1931,Mozambique,MOZ,10992
1931,Myanmar,MMR,2934864
1931,Netherlands,NLD,44957280
1931,New Zealand,NZL,4239248
1931,Nigeria,NGA,883024
1931,Norway,NOR,8086448
1931,Peru,PER,4499392
1931,Philippines,PHL,80608
1931,Poland,POL,54828096
1931,Portugal,PRT,3920480
1931,Romania,ROU,25849520
1931,South Africa,ZAF,25567392
1931,Spain,ESP,22537264
1931,Sweden,SWE,18942880
1931,Switzerland,CHE,10097984
1931,Syria,SYR,3664
1931,Taiwan,TWN,3773920
1931,Thailand,THA,29312
1931,Trinidad and Tobago,TTO,3074096
1931,Turkey,TUR,3938800
1931,United Kingdom,GBR,412236640
1931,Vietnam,VNM,4580000
1931,World,OWID_WRL,3542868160
1931,Zimbabwe,ZWE,1557200
1932,EU-28,,1238516272
1932,Europe (other),,282003424
1932,United States,USA,1256400256
1932,Americas (other),,155298640
1932,Middle East,,24537808
1932,Africa,,26629952
1932,India,IND,39816688
1932,China,CHN,38600240
1932,Asia and Pacific (other),,134509104
1932,International transport,,0
1932,Statistical differences,,0
1932,Algeria,DZA,113584
1932,Argentina,ARG,13102464
1932,Australia,AUS,20342528
1932,Austria,AUT,15172624
1932,Barbados,BRB,3664
1932,Belgium,BEL,67721712
1932,Bolivia,BOL,14656
1932,Brazil,BRA,4169632
1932,Brunei,BRN,0
1932,Bulgaria,BGR,2638080
1932,Canada,CAN,70209568
1932,Chile,CHL,2894560
1932,Colombia,COL,80608
1932,Czechoslovakia,OWID_CZS,43414736
1932,Democratic Republic of Congo,COD,51296
1932,Denmark,DNK,13428560
1932,Ecuador,ECU,710816
1932,Egypt,EGY,952640
1932,Estonia,EST,14656
1932,Finland,FIN,3022800
1932,France,FRA,191795744
1932,Germany,DEU,347317888
1932,Greece,GRC,2682048
1932,Hungary,HUN,10211568
1932,Indonesia,IDN,16586928
1932,Iran,IRN,20089712
1932,Iraq,IRQ,373728
1932,Ireland,IRL,6426656
1932,Israel,ISR,51296
1932,Italy,ITA,28077232
1932,Japan,JPN,77995568
1932,Latvia,LVA,25648
1932,Lebanon,LBN,10992
1932,Malaysia,MYS,1795360
1932,Mexico,MEX,16194880
1932,Morocco,MAR,150224
1932,Mozambique,MOZ,62288
1932,Myanmar,MMR,2978832
1932,Netherlands,NLD,41417856
1932,New Zealand,NZL,3539424
1932,Nigeria,NGA,677840
1932,Norway,NOR,8643376
1932,Peru,PER,4107344
1932,Philippines,PHL,87936
1932,Poland,POL,41978448
1932,Portugal,PRT,3389200
1932,Romania,ROU,27359088
1932,South Africa,ZAF,23456928
1932,Spain,ESP,21181584
1932,Sweden,SWE,18737696
1932,Switzerland,CHE,10226224
1932,Syria,SYR,10992
1932,Taiwan,TWN,3594384
1932,Thailand,THA,25648
1932,Trinidad and Tobago,TTO,3253632
1932,Tunisia,TUN,0
1932,Turkey,TUR,4001088
1932,United Kingdom,GBR,395917184
1932,Uruguay,URY,76944
1932,Venezuela,VEN,3806896
1932,Vietnam,VNM,4543360
1932,World,OWID_WRL,3196286736
1932,Zimbabwe,ZWE,1161488
1933,EU-28,,1265692160
1933,Europe (other),,302426560
1933,United States,USA,1347183184
1933,Americas (other),,162315200
1933,Middle East,,27212528
1933,Africa,,28502256
1933,India,IND,39087552
1933,China,CHN,42216608
1933,Asia and Pacific (other),,150967792
1933,International transport,,0
1933,Statistical differences,,0
1933,Albania,ALB,7328
1933,Algeria,DZA,120912
1933,Argentina,ARG,13234368
1933,Australia,AUS,21580960
1933,Austria,AUT,14230976
1933,Bahrain,BHR,10992
1933,Barbados,BRB,3664
1933,Belgium,BEL,72664448
1933,Bolivia,BOL,43968
1933,Brazil,BRA,4722896
1933,Brunei,BRN,3664
1933,Bulgaria,BGR,2348624
1933,Canada,CAN,69484096
1933,Chile,CHL,4092688
1933,Colombia,COL,534944
1933,Czechoslovakia,OWID_CZS,39706768
1933,Democratic Republic of Congo,COD,3664
1933,Denmark,DNK,13373600
1933,Ecuador,ECU,725472
1933,Egypt,EGY,872032
1933,Estonia,EST,14656
1933,Finland,FIN,3224320
1933,France,FRA,199405872
1933,Germany,DEU,364853792
1933,Greece,GRC,2300992
1933,Hungary,HUN,10006384
1933,Indonesia,IDN,17862000
1933,Iran,IRN,22086592
1933,Iraq,IRQ,351744
1933,Ireland,IRL,9266256
1933,Israel,ISR,65952
1933,Italy,ITA,30488144
1933,Japan,JPN,91361840
1933,Latvia,LVA,25648
1933,Lebanon,LBN,14656
1933,Madagascar,MDG,3664
1933,Malaysia,MYS,1590176
1933,Mexico,MEX,16740816
1933,Morocco,MAR,175872
1933,Mozambique,MOZ,51296
1933,Myanmar,MMR,2997152
1933,Netherlands,NLD,38570928
1933,New Zealand,NZL,3546752
1933,Nigeria,NGA,633872
1933,Norway,NOR,9178320
1933,Peru,PER,6661152
1933,Philippines,PHL,76944
1933,Poland,POL,43205888
1933,Portugal,PRT,3997424
1933,Romania,ROU,27311456
1933,South Africa,ZAF,25332896
1933,Spain,ESP,18712048
1933,Sweden,SWE,19518128
1933,Switzerland,CHE,9566704
1933,Syria,SYR,14656
1933,Taiwan,TWN,4195280
1933,Thailand,THA,21984
1933,Trinidad and Tobago,TTO,4067040
1933,Tunisia,TUN,18320
1933,Turkey,TUR,4664272
1933,United Kingdom,GBR,392172576
1933,Uruguay,URY,65952
1933,Venezuela,VEN,2821280
1933,Vietnam,VNM,4220928
1933,World,OWID_WRL,3365596512
1933,Zimbabwe,ZWE,1282400
1934,EU-28,,1367206944
1934,Europe (other),,352557408
1934,United States,USA,1434390048
1934,Americas (other),,184434768
1934,Middle East,,32349456
1934,Africa,,32539984
1934,India,IND,43645568
1934,China,CHN,49273472
1934,Asia and Pacific (other),,165143808
1934,International transport,,0
1934,Statistical differences,,0
1934,Albania,ALB,7328
1934,Algeria,DZA,139232
1934,Argentina,ARG,14241968
1934,Australia,AUS,22698480
1934,Austria,AUT,13754656
1934,Bahrain,BHR,120912
1934,Barbados,BRB,3664
1934,Belgium,BEL,74965440
1934,Bolivia,BOL,73280
1934,Brazil,BRA,4623968
1934,Brunei,BRN,43968
1934,Bulgaria,BGR,2440224
1934,Canada,CAN,79915504
1934,Chile,CHL,4829152
1934,Colombia,COL,736464
1934,Czechoslovakia,OWID_CZS,39662800
1934,Democratic Republic of Congo,COD,18320
1934,Denmark,DNK,14645008
1934,Ecuador,ECU,732800
1934,Egypt,EGY,824400
1934,Estonia,EST,14656
1934,Finland,FIN,3953456
1934,France,FRA,201369776
1934,Germany,DEU,408645920
1934,Greece,GRC,2832272
1934,Hungary,HUN,10574304
1934,Indonesia,IDN,19236000
1934,Iran,IRN,23493568
1934,Iraq,IRQ,2865248
1934,Ireland,IRL,9482432
1934,Israel,ISR,69616
1934,Italy,ITA,39677456
